title,original_title,budget,genres,original_language,spoken_languages,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
In a Relationship,In a Relationship,0,"Drama, Comedy, Romance",en,English,,"Long-term couple Owen and Hallie are breaking up—or maybe not?—and just as their relationship reaches a turning point, Matt and Willa embark on a romance of their own.",11.0,92,0,2018-11-09,5.8,103,"Mexico, United States of America",https://www.nytimes.com/2018/11/08/movies/in-a-relationship-review.html,"Sam Boyd’s gentle, loose-limbed romantic comedy wins no prizes for originality.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Roberts, Emma (1991- )', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ANGARANO, MICHAEL', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Hemingway, Dree (1987- )', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'In a Relationship (Movie)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Boyd, Sam (Film Director)', 'rank': 6, 'major': 'N'}]",2018-11-08T12:00:01+0000,253,‘In a Relationship’ Review: Two Couples at Opposite Stages of Love,None,None,In a Relationship,None,None,None,By Jeannette Catsoulis,None
Quincy,Quincy,0,"Documentary, Music",en,English,https://www.netflix.com/title/80102952,"An intimate look into the life of icon Quincy Jones. A unique force in music and popular culture for 70 years, Jones has transcended racial and cultural boundaries; his story is inextricably woven into the fabric of America.  Jones came to prominence in the 1950s as a jazz arranger and conductor before working on pop music and film scores. He moved easily between musical genres, producing major pop hits of the early 1960s  and serving as an arranger and conductor for several collaborations in the same time period.",16.179,124,0,2018-09-21,7.316,103,United States of America,https://www.nytimes.com/2018/09/20/movies/quincy-review-quincy-jones.html,"A documentary reveals its octogenarian subject as still busy and productive, and not a little haunted by memories of friends now gone.",The New York Times,"[{'name': 'creative_works', 'value': 'Quincy (Movie)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Jones, Quincy', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Jones, Rashida', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Hicks, Alan', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Netflix Inc', 'rank': 7, 'major': 'N'}]",2018-09-20T14:00:01+0000,460,Review: ‘Quincy’ Captures a Lifelong Love Affair With Music,None,None,The Man Behind the Music,None,None,None,By Glenn Kenny,None
How to Talk to Girls at Parties,How to Talk to Girls at Parties,0,"Comedy, Music, Romance, Science Fiction",en,English,https://a24films.com/films/how-to-talk-to-girls-at-parties,"In 1970s London, a teenage outsider named Enn falls in love with a rebellious alien girl named Zan, who has come to Earth for a party. Together, they navigate the complexities of intergalactic culture and the trials of first love.",18.021,103,0,2017-10-06,6.001,372,"United Kingdom, United States of America",https://www.nytimes.com/2018/05/24/movies/how-to-talk-to-girls-at-parties-review.html,John Cameron Mitchell’s loony romantic comedy encourages young love to bloom in the soil of an alien visitation.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'How to Talk to Girls at Parties (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Mitchell, John Cameron', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Fanning, Elle', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Sharp, Alexander', 'rank': 5, 'major': 'N'}]",2018-05-24T11:00:01+0000,458,Review: An Alien Teaches a Teenage Punk ‘How to Talk to Girls at Parties’,None,None,Otherworldly Love in a Punk-Rock World,None,None,None,By Jeannette Catsoulis,None
Godard Mon Amour,Le Redoutable,12840746,"Drama, Romance, Comedy",fr,"Czech, French, English, Italian",,"In 1967, during the making of “La Chinoise,” film director Jean-Luc Godard falls in love with 19-year-old actress Anne Wiazemsky and marries her.",19.889,108,82264,2017-06-24,6.666,347,"Myanmar, France",https://www.nytimes.com/2018/04/18/movies/godard-mon-amour-review.html,A portrait of a filmmaker in crisis that might have worked better as a comedy sketch.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Godard Mon Amour (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hazanavicius, Michel', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Godard, Jean-Luc', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Wiazemsky, Anne', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Garrel, Louis', 'rank': 6, 'major': 'N'}]",2018-04-18T23:02:46+0000,937,"Review: If You Love Godard, You’ll Hate-Watch ‘Godard Mon Amour’",None,None,"A Portrait and, for Some, a Hate-Watch",None,None,None,By A.O. Scott,None
Outside In,Outside In,0,Drama,en,English,,An ex-con struggling to readjust to life in his small town forms an intense bond with his former high-school teacher.,17.162,109,0,2018-03-30,6.125,96,United States of America,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Outside In (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Shelton, Lynn', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Duplass, Jay', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Falco, Edie', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Dever, Kaitlyn', 'rank': 6, 'major': 'N'}]",2018-03-29T11:00:01+0000,422,Review: On Parole and in Love in ‘Outside In’,None,None,On Parole and in Love,None,None,None,By Jeannette Catsoulis,None
The Party,The Party,1500000,Comedy,en,English,,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put on the guest list for an upcoming party at the home of a Hollywood film producer. Unfortunately, from the moment he arrives, one thing after another goes wrong with compounding effect.",26.527,99,2900000,1968-04-04,7.285,734,United States of America,https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,Sally Potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Party (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Potter, Sally', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Spall, Timothy', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Scott Thomas, Kristin', 'rank': 5, 'major': 'N'}]",2018-02-15T12:00:25+0000,598,Review: A London Night Goes Wrong in ‘The Party’,None,None,"  Invite Company. Because After All, Misery Loves It.",None,None,None,By Manohla Dargis,None
Kangaroo: A Love-Hate Story,Kangaroo: A Love-Hate Story,0,Documentary,en,English,http://KangarooTheMovie.com,"This groundbreaking film reveals the truth surrounding Australia’s love-hate relationship with its beloved icon. The kangaroo image is proudly used by top companies, sports teams and as tourist souvenirs, yet when they hop across the vast continent some consider them to be pests to be shot and sold for profit. KANGAROO unpacks a national paradigm where the relationship with kangaroos is examined.",1.449,103,0,2018-01-19,8.7,3,Australia,https://www.nytimes.com/2018/01/18/movies/kangaroo-a-love-hate-story-review.html,"The documentary looks at the mass killings of kangaroos for pet-food companies, leather processors and ranchers in Australia.",The New York Times,"[{'name': 'creative_works', 'value': 'Kangaroo: A Love-Hate Story (Movie)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Kangaroos', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Animal Abuse, Rights and Welfare', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'McIntyre Clere, Kate', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'McIntyre, Mick', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Australia', 'rank': 7, 'major': 'N'}]",2018-01-18T12:00:23+0000,263,Review: ‘Kangaroo: A Love-Hate Story’ Exposes a Wildlife Massacre,None,None,Kangaroo: A Love-Hate Story,None,None,None,By Ken Jaworowski,None
Lover for a Day,L'Amant d'un jour,0,"Drama, Romance",fr,French,,"After a bad breakup, a college-aged Parisian moves into her father's flat only to discover that he is living with his new girlfriend - a young woman her age.",6.063,76,23692,2017-05-31,6.2,74,France,https://www.nytimes.com/2018/01/11/movies/lover-for-a-day-review-philippe-garrel.html,"In Philippe Garrel’s drama, a 23-year-old woman moves in with her father and his 23-year-old girlfriend. Complications ensue.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Lover for a Day (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Garrel, Philippe', 'rank': 3, 'major': 'N'}]",2018-01-11T16:20:53+0000,863,Review: A Man and a Woman (and Another Woman) in ‘Lover for a Day’,None,None,A Love Triangle With Angles That Are Awkward,None,None,None,By Manohla Dargis,None
Killing for Love,Das Versprechen,300000,"Crime, Documentary",de,"English, German",http://promise-movie.com/the-movie/,"Derek and Nancy Haysom were brutally murdered in their house in Lynchburg, Virginia, on March 30, 1985. Suspicion fell on their daughter Elizabeth and her boyfriend Jens Söring. They flee to Europe, but are caught and extradited to the U.S. Elizabeth is sentenced to 90 years in jail for incitement to murder, Jens Söring to two life sentences. Karin Steinberger, Marcus Vetter and their team spent over three years researching this case, which achieved world-wide notoriety. They uncovered new evidence, including the fact none of the blood samples found at the scene of the crime belonged to Jens Söring.",5.312,131,0,2016-10-27,6.291,43,"Sweden, Germany, United Kingdom, Netherlands, Denmark",https://www.nytimes.com/2017/12/14/movies/killing-for-love-review.html,"The true-crime documentary lays out a persuasive case for reasonable doubt in the case against Jens Soering, who was convicted, along with his girlfriend.",The New York Times,"[{'name': 'creative_works', 'value': 'Killing for Love (Movie)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Soering, Jens', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Haysom, Elizabeth', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Vetter, Marcus (1967- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Steinberger, Karin', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Murders, Attempted Murders and Homicides', 'rank': 7, 'major': 'N'}]",2017-12-14T12:00:26+0000,281,Review: ‘Killing for Love’ Revisits a Virginia Murder Case,None,None,Killing for Love,None,None,None,By Ben Kenigsberg,None
The Shape of Water,The Shape of Water,19500000,"Drama, Fantasy, Romance",en,"English, Russian",http://www.foxsearchlight.com/theshapeofwater/,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",47.124,123,195300000,2017-12-01,7.246,11924,United States of America,https://www.nytimes.com/2017/11/30/movies/the-shape-of-water-review-guillermo-del-toro.html,"Guillermo del Toro’s latest film is an unlikely and lyrical love story, inspired by “Creature From the Black Lagoon.”",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Shape of Water (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Del Toro, Guillermo', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Spencer, Octavia', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Shannon, Michael', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Hawkins, Sally', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Jones, Doug (1960- )', 'rank': 7, 'major': 'N'}]",2017-11-30T16:10:56+0000,924,Review: ‘The Shape of Water’ Is Altogether Wonderful,None,None,A Monster Worthy of Love,None,None,None,By A.O. Scott,None
Cuba and the Cameraman,Cuba and the Cameraman,0,Documentary,en,"Spanish, English",https://www.netflix.com/title/80126449,This revealing portrait of Cuba follows the lives of Fidel Castro and three Cuban families affected by his policies over the last four decades.,10.6,113,0,2017-09-08,7.486,107,"Cuba, United States of America",https://www.nytimes.com/2017/11/23/movies/cuba-and-the-cameraman-review.html,The filmmaker Jon Alpert has been visiting and documenting Cuba for 45 years. His new movie looks back fondly at its people and its leader.,The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Cuba', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Cuba and the Cameraman (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'ALPERT, JON', 'rank': 4, 'major': 'N'}]",2017-11-23T12:00:20+0000,427,Review: ‘Cuba and the Cameraman’ Lavishes Love on a Country … and Castro,None,None,Cuba and the Cameraman,None,None,None,By Glenn Kenny,None
On the Beach at Night Alone,밤의 해변에서 혼자,0,Drama,ko,"English, German, Korean",,"Young-hee, an actress reeling in the aftermath of an affair with a married film director, escapes to Hamburg. But when she returns to Korea and meets with friends for drinks, startling confessions emerge.",12.515,101,0,2017-03-23,6.539,128,South Korea,https://www.nytimes.com/2017/11/16/movies/on-the-beach-at-night-alone-review-hong-sang-soo.html,Kim Min-hee stars in a new film from the prolific South Korean director Hong Sang-soo. The movie has been seen as based partly on their affair.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'On the Beach at Night Alone (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hong Sang-soo', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Kim Min-hee', 'rank': 4, 'major': 'N'}]",2017-11-16T12:00:20+0000,520,Review: ‘On the Beach at Night Alone’ Zooms in on a Love Affair,None,None,"Fiction, With Real Life Getting in the Way",None,None,None,By A.O. Scott,None
The Mountain Between Us,The Mountain Between Us,35000000,"Drama, Adventure, Romance",en,English,http://MountainBetweenUs.com,"Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",27.348,109,62832209,2017-10-05,6.657,2305,United States of America,https://www.nytimes.com/2017/10/05/movies/the-mountain-between-us-review-kate-winslet-idris-elba.html,Idris Elba and Kate Winslet crash into a mountain — and each other — in this drama.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Mountain Between Us (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ABU-ASSAD, HANY', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Elba, Idris', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Winslet, Kate', 'rank': 5, 'major': 'N'}]",2017-10-05T11:00:05+0000,272,Review: Love in a Cold Climate in ‘The Mountain Between Us’,None,None,The Mountain Between Us,None,None,None,By Jeannette Catsoulis,None
In Search of Fellini,In Search of Fellini,0,"Drama, Adventure",en,English,,"Lucy, a small-town girl from Ohio, discovers the delightfully bizarre films of legendary filmmaker Federico Fellini and sets off on a journey across Italy to find him.",8.832,93,0,2017-09-15,5.8,40,,https://www.nytimes.com/2017/09/14/movies/in-search-of-fellini-review.html,A sheltered young woman enamored of the films of the famous director sets off to Italy to meet him.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'In Search of Fellini (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Cartwright, Nancy', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Solo, Ksenia', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Lexton, Taron', 'rank': 5, 'major': 'N'}]",2017-09-14T11:00:24+0000,272,Review: Love of Il Maestro Drives ‘In Search of Fellini’,None,None,In Search of Fellini,None,None,None,By Monica Castillo,None
Tales of an Immoral Couple,La vida inmoral de la pareja ideal,0,"Comedy, Romance",es,Spanish,http://www.holamexicoff.com/lavidainmoralusa,"Lucio and Martina used to share an indescribable chemistry during their highschool years, however, they took separate ways. 25 years later they meet again, but this time they decide to invent an ideal life in order to hide themselves from an inevitable truth: they were really waiting for each other in all of these years.",10.154,91,0,2016-10-28,6.532,63,Mexico,https://www.nytimes.com/2017/08/24/movies/tales-of-an-immoral-couple-review.html,"Twenty-five years after they split, two former high school sweethearts reluctantly reunite for an awkward night.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Tales of an Immoral Couple (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Caro, Manolo', 'rank': 3, 'major': 'N'}]",2017-08-24T16:22:43+0000,284,Review: ‘Tales of an Immoral Couple’: Love Means Having to Grow Up,None,None,Tales of an Immoral Couple,None,None,None,By Monica Castillo,None
The Last Face,The Last Face,0,Drama,en,"English, Portuguese",,"Miguel, a heroic Spanish doctor, puts himself in harm's way to deliver medical treatment to the victims of military uprisings in Africa.",13.766,130,0,2017-01-11,5.549,194,United States of America,https://www.nytimes.com/2017/07/27/movies/the-last-face-review-charlize-theron-sean-penn.html,"In war-torn Liberia, Charlize Theron and Javier Bardem face a big problem: how to keep their knotty relationship from fizzling.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Last Face (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Penn, Sean', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bardem, Javier', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Theron, Charlize', 'rank': 5, 'major': 'N'}]",2017-07-27T20:29:01+0000,280,Review: Aid Workers in Love and War in Sean Penn’s ‘The Last Face’,None,None,The Last Face,None,None,None,By Glenn Kenny,None
Lost in Paris,Paris pieds nus,0,Comedy,fr,French,,"Fiona visits Paris for the first time to assist her myopic Aunt Martha. Catastrophes ensue, mainly involving Dom, a homeless man who has yet to have an emotion or thought he was afraid of expressing.",9.724,83,0,2017-01-14,6.022,114,"Belgium, France",https://www.nytimes.com/2017/06/15/movies/lost-in-paris-review.html,"The filmmakers Fiona Gordon and Dominique Abel star in their fourth movie, a tale infused with physical comedy about a woman in search of her aunt.",The New York Times,"[{'name': 'creative_works', 'value': 'Lost in Paris (Movie)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Abel, Dominique', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Gordon, Fiona', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Riva, Emmanuelle', 'rank': 5, 'major': 'N'}]",2017-06-15T19:37:09+0000,254,Review: Finding Love (and Slapstick) While ‘Lost in Paris’,None,None,Lost in Paris,None,None,None,By Ben Kenigsberg,None
Hounds of Love,Hounds of Love,0,"Crime, Drama, Horror",en,English,http://www.houndsoflovemovie.com/,"When Vicki Maloney is randomly abducted from a suburban street by a disturbed couple, she soon observes the dynamic between her captors and quickly realises she must drive a wedge between them if she is to survive.",12.46,108,0,2016-10-07,6.1,330,Australia,https://www.nytimes.com/2017/05/11/movies/hounds-of-love-review.html,This feature debut of the Australian filmmaker Ben Young resembles a real-life couple’s killing spree in the 1980s.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Hounds of Love (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Young, Ben (Film Director)', 'rank': 3, 'major': 'N'}]",2017-05-11T20:16:51+0000,280,Review: ‘Hounds of Love’ Is Tense and Deadly Down Under,None,None,Hounds of Love,None,None,None,By Ben Kenigsberg,None
The Promise,The Promise,90000000,"History, Romance, Drama",en,"Armenian, German, English, French",http://www.survivalpictures.org/the-promise/,"Set during the last days of the Ottoman Empire, a love triangle develops between Mikael, a brilliant medical student, the beautiful and sophisticated artist Ana, and Chris, a renowned American journalist based in Paris.",37.113,133,12448676,2016-12-02,6.9,456,"Spain, United States of America",https://www.nytimes.com/2017/04/20/movies/the-promise-review-oscar-isaac.html,"Oscar Isaac, Christian Bale and Charlotte Le Bon star in this wartime romance with a heavy subject (genocide) but a corny plot.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Promise (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'George, Terry', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bale, Christian', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Isaac, Oscar', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Le Bon, Charlotte', 'rank': 6, 'major': 'N'}]",2017-04-20T16:49:46+0000,455,Review: ‘The Promise’ Finds a Love Triangle in Constantinople,None,None,"A Love Triangle, Near the Front Lines",None,None,None,By Jeannette Catsoulis,None
The Other Half,The Other Half,0,"Drama, Romance",en,English,http://theotherhalfmovie.com/,A grief-stricken man and a bipolar woman fall in love and attempt to forge a simple life together.,3.743,103,0,2016-12-02,6.3,24,Canada,https://www.nytimes.com/2017/03/09/movies/the-other-half-review-tatiana-maslany.html,This moody romance stars Tatiana Maslany (“Orphan Black”) as a bipolar painter in love with a brooding cabby (Tom Cullen of “Downton Abbey”).,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Other Half (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Maslany, Tatiana', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Cullen, Tom (1985- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Klein, Joey (Film Director)', 'rank': 5, 'major': 'N'}]",2017-03-09T21:54:58+0000,251,Review: A Combustible Pair Find Love in ‘The Other Half’,None,None,Review: A Combustible Pair Find Love in ‘The Other Half’,None,None,None,By Andy Webster,None
The Ottoman Lieutenant,The Ottoman Lieutenant,40000000,"Romance, Drama, War",en,"Turkish, English",https://www.uphe.com/movies/the-ottoman-lieutenant,"Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the mission’s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.",14.28,111,413844,2017-03-10,6.164,247,"Turkey, United States of America",https://www.nytimes.com/2017/03/09/movies/review-the-ottoman-lieutenant.html,A nurse travels to the Ottoman Empire on the eve of World War I. Can romance blossom amid earthshaking events?,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Ottoman Lieutenant (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Ruben, Joseph', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Hartnett, Josh', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Stockwell, Jeff (1958- )', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Hilmar, Hera', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Huisman, Michiel', 'rank': 7, 'major': 'N'}]",2017-03-09T21:53:12+0000,267,"Review: Love as the World Wars, in ‘The Ottoman Lieutenant’",None,None,"Review: Love as the World Wars, in ‘The Ottoman Lieutenant’",None,None,None,By Neil Genzlinger,None
